,Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4
4509,Impetigo, skin rash, high fever, blister, red sore around nose
4510,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4511,Allergy, continuous sneezing, shivering, chills, watering from eyes
4512,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4513,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4514,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4515,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4516,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4517,Diabetes , fatigue, weight loss, restlessness, lethargy
4518,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4519,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4520,Hypertension , headache, chest pain, dizziness, loss of balance
4521,Migraine, acidity, indigestion, headache, blurred and distorted vision
4522,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4523,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4524,Jaundice,itching, vomiting, fatigue, weight loss
4525,Malaria, chills, vomiting, high fever, sweating
4526,Chicken pox,itching, skin rash, fatigue, lethargy
4527,Dengue, skin rash, chills, joint pain, vomiting
4528,Typhoid, chills, vomiting, fatigue, high fever
4529,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4530,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4531,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4532,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4533,Hepatitis E, joint pain, vomiting, fatigue, high fever
4534,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4535,Tuberculosis, chills, vomiting, fatigue, weight loss
4536,Common Cold, continuous sneezing, chills, fatigue, cough
4537,Pneumonia, chills, fatigue, cough, high fever
4538,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4539,Heart attack, vomiting, breathlessness, sweating, chest pain
4540,Varicose veins, fatigue, cramps, bruising, obesity
4541,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4542,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4543,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4544,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4545,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4546,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4547,Acne, skin rash, pus filled pimples, blackheads, scurring
4548,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4549,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4550,Impetigo, skin rash, high fever, blister, red sore around nose
4551,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4552,Allergy, continuous sneezing, shivering, chills, watering from eyes
4553,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4554,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4555,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4556,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4557,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4558,Diabetes , fatigue, weight loss, restlessness, lethargy
4559,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4560,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4561,Hypertension , headache, chest pain, dizziness, loss of balance
4562,Migraine, acidity, indigestion, headache, blurred and distorted vision
4563,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4564,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4565,Jaundice,itching, vomiting, fatigue, weight loss
4566,Malaria, chills, vomiting, high fever, sweating
4567,Chicken pox,itching, skin rash, fatigue, lethargy
4568,Dengue, skin rash, chills, joint pain, vomiting
4569,Typhoid, chills, vomiting, fatigue, high fever
4570,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4571,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4572,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4573,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4574,Hepatitis E, joint pain, vomiting, fatigue, high fever
4575,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4576,Tuberculosis, chills, vomiting, fatigue, weight loss
4577,Common Cold, continuous sneezing, chills, fatigue, cough
4578,Pneumonia, chills, fatigue, cough, high fever
4579,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4580,Heart attack, vomiting, breathlessness, sweating, chest pain
4581,Varicose veins, fatigue, cramps, bruising, obesity
4582,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4583,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4584,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4585,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4586,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4587,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4588,Acne, skin rash, pus filled pimples, blackheads, scurring
4589,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4590,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4591,Impetigo, skin rash, high fever, blister, red sore around nose
4592,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4593,Allergy, continuous sneezing, shivering, chills, watering from eyes
4594,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4595,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4596,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4597,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4598,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4599,Diabetes , fatigue, weight loss, restlessness, lethargy
4600,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4601,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4602,Hypertension , headache, chest pain, dizziness, loss of balance
4603,Migraine, acidity, indigestion, headache, blurred and distorted vision
4604,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4605,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4606,Jaundice,itching, vomiting, fatigue, weight loss
4607,Malaria, chills, vomiting, high fever, sweating
4608,Chicken pox,itching, skin rash, fatigue, lethargy
4609,Dengue, skin rash, chills, joint pain, vomiting
4610,Typhoid, chills, vomiting, fatigue, high fever
4611,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4612,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4613,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4614,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4615,Hepatitis E, joint pain, vomiting, fatigue, high fever
4616,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4617,Tuberculosis, chills, vomiting, fatigue, weight loss
4618,Common Cold, continuous sneezing, chills, fatigue, cough
4619,Pneumonia, chills, fatigue, cough, high fever
4620,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4621,Heart attack, vomiting, breathlessness, sweating, chest pain
4622,Varicose veins, fatigue, cramps, bruising, obesity
4623,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4624,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4625,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4626,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4627,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4628,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4629,Acne, skin rash, pus filled pimples, blackheads, scurring
4630,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4631,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4632,Impetigo, skin rash, high fever, blister, red sore around nose
4633,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4634,Allergy, continuous sneezing, shivering, chills, watering from eyes
4635,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4636,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4637,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4638,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4639,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4640,Diabetes , fatigue, weight loss, restlessness, lethargy
4641,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4642,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4643,Hypertension , headache, chest pain, dizziness, loss of balance
4644,Migraine, acidity, indigestion, headache, blurred and distorted vision
4645,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4646,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4647,Jaundice,itching, vomiting, fatigue, weight loss
4648,Malaria, chills, vomiting, high fever, sweating
4649,Chicken pox,itching, skin rash, fatigue, lethargy
4650,Dengue, skin rash, chills, joint pain, vomiting
4651,Typhoid, chills, vomiting, fatigue, high fever
4652,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4653,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4654,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4655,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4656,Hepatitis E, joint pain, vomiting, fatigue, high fever
4657,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4658,Tuberculosis, chills, vomiting, fatigue, weight loss
4659,Common Cold, continuous sneezing, chills, fatigue, cough
4660,Pneumonia, chills, fatigue, cough, high fever
4661,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4662,Heart attack, vomiting, breathlessness, sweating, chest pain
4663,Varicose veins, fatigue, cramps, bruising, obesity
4664,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4665,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4666,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4667,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
4668,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
4669,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
4670,Acne, skin rash, pus filled pimples, blackheads, scurring
4671,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
4672,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
4673,Impetigo, skin rash, high fever, blister, red sore around nose
4674,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
4675,Allergy, continuous sneezing, shivering, chills, watering from eyes
4676,GERD, stomach pain, acidity, ulcers on tongue, vomiting
4677,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
4678,Drug Reaction,itching, skin rash, stomach pain, burning micturition
4679,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
4680,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
4681,Diabetes , fatigue, weight loss, restlessness, lethargy
4682,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
4683,Bronchial Asthma, fatigue, cough, high fever, breathlessness
4684,Hypertension , headache, chest pain, dizziness, loss of balance
4685,Migraine, acidity, indigestion, headache, blurred and distorted vision
4686,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
4687,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
4688,Jaundice,itching, vomiting, fatigue, weight loss
4689,Malaria, chills, vomiting, high fever, sweating
4690,Chicken pox,itching, skin rash, fatigue, lethargy
4691,Dengue, skin rash, chills, joint pain, vomiting
4692,Typhoid, chills, vomiting, fatigue, high fever
4693,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
4694,Hepatitis B,itching, fatigue, lethargy, yellowish skin
4695,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
4696,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
4697,Hepatitis E, joint pain, vomiting, fatigue, high fever
4698,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
4699,Tuberculosis, chills, vomiting, fatigue, weight loss
4700,Common Cold, continuous sneezing, chills, fatigue, cough
4701,Pneumonia, chills, fatigue, cough, high fever
4702,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
4703,Heart attack, vomiting, breathlessness, sweating, chest pain
4704,Varicose veins, fatigue, cramps, bruising, obesity
4705,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
4706,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
4707,Hypoglycemia, vomiting, fatigue, anxiety, sweating
